Time,BS,Energy
1/2/2023 1:00,B_219,8.071748879
1/2/2023 2:00,B_219,7.772795217
1/2/2023 3:00,B_219,7.772795217
1/2/2023 4:00,B_219,7.772795217
1/2/2023 6:00,B_219,11.65919283
1/2/2023 7:00,B_219,12.10762332
1/2/2023 8:00,B_219,11.95814649
1/2/2023 11:00,B_219,12.25710015
1/2/2023 12:00,B_219,13.15396114
1/2/2023 13:00,B_219,12.70553064
1/2/2023 15:00,B_219,12.55605381
1/2/2023 16:00,B_219,12.55605381
1/2/2023 17:00,B_219,12.25710015
1/2/2023 18:00,B_219,12.25710015
1/2/2023 19:00,B_219,12.55605381
1/2/2023 20:00,B_219,12.85500747
1/2/2023 21:00,B_219,14.20029895
1/2/2023 22:00,B_219,12.40657698
1/2/2023 23:00,B_219,12.40657698
1/3/2023 0:00,B_219,12.70553064
1/3/2023 2:00,B_219,7.772795217
1/3/2023 5:00,B_219,7.623318386
1/3/2023 6:00,B_219,11.36023916
1/3/2023 8:00,B_219,12.10762332
1/3/2023 9:00,B_219,12.55605381
1/3/2023 10:00,B_219,12.40657698
1/3/2023 11:00,B_219,12.10762332
1/3/2023 12:00,B_219,12.25710015
1/3/2023 13:00,B_219,12.40657698
1/3/2023 14:00,B_219,12.70553064
1/3/2023 15:00,B_219,12.40657698
1/3/2023 16:00,B_219,12.55605381
1/3/2023 17:00,B_219,12.40657698
1/3/2023 18:00,B_219,13.30343797
1/3/2023 19:00,B_219,12.55605381
1/3/2023 20:00,B_219,12.85500747
1/3/2023 21:00,B_219,13.15396114
1/4/2023 0:00,B_219,13.60239163
1/4/2023 1:00,B_219,8.071748879
1/4/2023 2:00,B_219,7.772795217
1/4/2023 3:00,B_219,7.772795217
1/4/2023 8:00,B_219,12.10762332
1/4/2023 9:00,B_219,12.10762332
1/4/2023 10:00,B_219,12.25710015
1/4/2023 12:00,B_219,12.55605381
1/4/2023 13:00,B_219,12.55605381
1/4/2023 14:00,B_219,13.90134529
1/4/2023 15:00,B_219,13.90134529
1/4/2023 16:00,B_219,12.40657698
1/4/2023 17:00,B_219,12.85500747
1/4/2023 18:00,B_219,12.70553064
1/4/2023 19:00,B_219,12.25710015
1/4/2023 20:00,B_219,12.55605381
1/4/2023 21:00,B_219,13.0044843
1/4/2023 22:00,B_219,13.0044843
1/4/2023 23:00,B_219,12.25710015
1/5/2023 3:00,B_219,7.772795217
1/5/2023 4:00,B_219,7.772795217
1/5/2023 5:00,B_219,7.772795217
1/5/2023 6:00,B_219,11.50971599
1/5/2023 7:00,B_219,11.95814649
1/5/2023 8:00,B_219,12.25710015
1/5/2023 9:00,B_219,12.25710015
1/5/2023 11:00,B_219,12.55605381
1/5/2023 14:00,B_219,13.0044843
1/5/2023 15:00,B_219,12.85500747
1/5/2023 16:00,B_219,13.60239163
1/5/2023 18:00,B_219,12.40657698
1/5/2023 22:00,B_219,12.25710015
1/5/2023 23:00,B_219,12.55605381
1/6/2023 1:00,B_219,8.370702541
1/6/2023 2:00,B_219,7.623318386
1/6/2023 4:00,B_219,7.772795217
1/6/2023 6:00,B_219,11.50971599
1/6/2023 8:00,B_219,12.25710015
1/6/2023 9:00,B_219,11.95814649
1/6/2023 10:00,B_219,12.25710015
1/6/2023 12:00,B_219,11.95814649
1/6/2023 16:00,B_219,12.25710015
1/6/2023 17:00,B_219,12.10762332
1/6/2023 18:00,B_219,12.55605381
1/6/2023 19:00,B_219,12.10762332
1/6/2023 20:00,B_219,12.40657698
1/6/2023 21:00,B_219,12.40657698
1/6/2023 22:00,B_219,13.15396114
1/6/2023 23:00,B_219,12.70553064
1/7/2023 7:00,B_219,12.10762332
1/7/2023 8:00,B_219,11.95814649
1/7/2023 22:00,B_219,13.15396114
1/1/2023 1:00,B_220,11.65919283
1/1/2023 3:00,B_220,9.417040359
1/1/2023 4:00,B_220,8.968609865
1/1/2023 5:00,B_220,8.819133034
1/1/2023 6:00,B_220,17.33931241
1/1/2023 7:00,B_220,21.82361734
1/1/2023 8:00,B_220,21.82361734
1/1/2023 9:00,B_220,18.68460389
1/1/2023 10:00,B_220,21.22571001
1/1/2023 13:00,B_220,19.88041854
1/1/2023 14:00,B_220,20.1793722
1/1/2023 15:00,B_220,22.122571
1/1/2023 16:00,B_220,22.42152466
1/1/2023 17:00,B_220,23.76681614
1/1/2023 18:00,B_220,22.27204783
1/1/2023 20:00,B_220,26.00896861
1/1/2023 21:00,B_220,31.09118087
1/1/2023 22:00,B_220,25.11210762
1/2/2023 0:00,B_220,20.32884903
1/2/2023 1:00,B_220,13.30343797
1/2/2023 2:00,B_220,13.90134529
1/2/2023 4:00,B_220,11.0612855
1/2/2023 5:00,B_220,9.715994021
1/2/2023 6:00,B_220,18.38565022
1/2/2023 7:00,B_220,21.37518685
1/2/2023 8:00,B_220,21.37518685
1/2/2023 9:00,B_220,21.67414051
1/2/2023 10:00,B_220,22.27204783
1/2/2023 12:00,B_220,19.43198804
1/2/2023 13:00,B_220,20.1793722
1/2/2023 14:00,B_220,19.88041854
1/2/2023 15:00,B_220,21.22571001
1/2/2023 16:00,B_220,22.42152466
1/2/2023 17:00,B_220,20.77727952
1/2/2023 18:00,B_220,21.67414051
1/2/2023 19:00,B_220,22.27204783
1/2/2023 20:00,B_220,25.26158445
1/2/2023 21:00,B_220,25.85949178
1/2/2023 22:00,B_220,23.76681614
1/2/2023 23:00,B_220,23.46786248
1/3/2023 0:00,B_220,22.57100149
1/3/2023 1:00,B_220,13.4529148
1/3/2023 2:00,B_220,8.968609865
1/3/2023 3:00,B_220,8.819133034
1/3/2023 4:00,B_220,8.669656203
1/3/2023 6:00,B_220,16.89088191
1/3/2023 7:00,B_220,18.83408072
1/3/2023 8:00,B_220,20.02989537
1/3/2023 9:00,B_220,19.58146487
1/3/2023 10:00,B_220,20.62780269
1/3/2023 11:00,B_220,19.88041854
1/3/2023 13:00,B_220,21.22571001
1/3/2023 14:00,B_220,21.07623318
1/3/2023 15:00,B_220,21.67414051
1/3/2023 16:00,B_220,23.01943199
1/3/2023 17:00,B_220,22.42152466
1/3/2023 18:00,B_220,24.06576981
1/3/2023 19:00,B_220,23.76681614
1/3/2023 20:00,B_220,21.67414051
1/3/2023 21:00,B_220,20.92675635
1/3/2023 22:00,B_220,21.22571001
1/3/2023 23:00,B_220,23.01943199
1/4/2023 1:00,B_220,15.69506726
1/4/2023 2:00,B_220,13.0044843
1/4/2023 5:00,B_220,9.267563528
1/4/2023 6:00,B_220,17.48878924
1/4/2023 8:00,B_220,18.38565022
1/4/2023 9:00,B_220,20.62780269
1/4/2023 10:00,B_220,24.81315396
1/4/2023 11:00,B_220,23.31838565
1/4/2023 12:00,B_220,25.85949178
1/4/2023 13:00,B_220,27.35426009
1/4/2023 14:00,B_220,25.11210762
1/4/2023 17:00,B_220,28.55007474
1/4/2023 18:00,B_220,25.85949178
1/4/2023 19:00,B_220,21.52466368
1/4/2023 20:00,B_220,20.02989537
1/4/2023 21:00,B_220,23.31838565
1/4/2023 23:00,B_220,23.91629297
1/5/2023 2:00,B_220,9.118086697
1/5/2023 3:00,B_220,9.267563528
1/5/2023 5:00,B_220,10.46337818
1/5/2023 6:00,B_220,17.63826607
1/5/2023 8:00,B_220,20.02989537
1/5/2023 10:00,B_220,21.22571001
1/5/2023 11:00,B_220,20.02989537
1/5/2023 12:00,B_220,22.42152466
1/5/2023 14:00,B_220,20.32884903
1/5/2023 15:00,B_220,19.88041854
1/5/2023 18:00,B_220,22.122571
1/5/2023 21:00,B_220,23.31838565
1/5/2023 22:00,B_220,25.71001495
1/5/2023 23:00,B_220,29.29745889
1/6/2023 1:00,B_220,14.20029895
1/6/2023 2:00,B_220,9.56651719
1/6/2023 4:00,B_220,8.669656203
1/6/2023 9:00,B_220,19.13303438
1/6/2023 10:00,B_220,19.88041854
1/6/2023 11:00,B_220,20.32884903
1/6/2023 12:00,B_220,20.92675635
1/6/2023 16:00,B_220,20.62780269
1/6/2023 17:00,B_220,20.62780269
1/6/2023 20:00,B_220,20.02989537
1/6/2023 21:00,B_220,23.46786248
1/6/2023 22:00,B_220,27.05530643
1/6/2023 23:00,B_220,24.06576981
1/7/2023 6:00,B_220,17.04035874
1/7/2023 7:00,B_220,19.28251121
1/7/2023 8:00,B_220,20.62780269
1/7/2023 9:00,B_220,18.98355755
1/7/2023 22:00,B_220,22.86995516
1/1/2023 1:00,B_221,18.83408072
1/1/2023 2:00,B_221,17.7877429
1/1/2023 3:00,B_221,18.08669656
1/1/2023 4:00,B_221,17.93721973
1/1/2023 5:00,B_221,17.7877429
1/1/2023 6:00,B_221,18.38565022
1/1/2023 7:00,B_221,19.13303438
1/1/2023 9:00,B_221,18.68460389
1/1/2023 10:00,B_221,18.53512706
1/1/2023 12:00,B_221,18.68460389
1/1/2023 13:00,B_221,18.98355755
1/1/2023 14:00,B_221,18.53512706
1/1/2023 15:00,B_221,18.53512706
1/1/2023 17:00,B_221,18.83408072
1/1/2023 18:00,B_221,19.58146487
1/1/2023 19:00,B_221,18.98355755
1/1/2023 20:00,B_221,19.43198804
1/1/2023 22:00,B_221,21.07623318
1/2/2023 0:00,B_221,19.28251121
1/2/2023 1:00,B_221,18.68460389
1/2/2023 2:00,B_221,18.53512706
1/2/2023 4:00,B_221,17.93721973
1/2/2023 5:00,B_221,18.83408072
1/2/2023 6:00,B_221,18.08669656
1/2/2023 7:00,B_221,19.43198804
1/2/2023 8:00,B_221,19.58146487
1/2/2023 9:00,B_221,18.98355755
1/2/2023 10:00,B_221,19.13303438
1/2/2023 11:00,B_221,19.28251121
1/2/2023 12:00,B_221,18.83408072
1/2/2023 13:00,B_221,19.28251121
1/2/2023 14:00,B_221,18.38565022
1/2/2023 15:00,B_221,19.58146487
1/2/2023 16:00,B_221,20.02989537
1/2/2023 17:00,B_221,19.58146487
1/2/2023 18:00,B_221,20.1793722
1/2/2023 19:00,B_221,19.13303438
1/2/2023 23:00,B_221,21.82361734
1/3/2023 0:00,B_221,20.32884903
1/3/2023 1:00,B_221,18.83408072
1/3/2023 3:00,B_221,18.08669656
1/3/2023 4:00,B_221,17.93721973
1/3/2023 5:00,B_221,19.28251121
1/3/2023 6:00,B_221,19.58146487
1/3/2023 7:00,B_221,18.38565022
1/3/2023 8:00,B_221,18.68460389
1/3/2023 9:00,B_221,18.83408072
1/3/2023 11:00,B_221,18.83408072
1/3/2023 12:00,B_221,18.38565022
1/3/2023 13:00,B_221,18.53512706
1/3/2023 14:00,B_221,19.28251121
1/3/2023 15:00,B_221,18.68460389
1/3/2023 16:00,B_221,18.83408072
1/3/2023 17:00,B_221,18.68460389
1/3/2023 18:00,B_221,20.47832586
1/3/2023 19:00,B_221,19.58146487
1/3/2023 21:00,B_221,20.47832586
1/3/2023 22:00,B_221,19.13303438
1/4/2023 0:00,B_221,20.32884903
1/4/2023 1:00,B_221,19.13303438
1/4/2023 2:00,B_221,18.53512706
1/4/2023 5:00,B_221,17.93721973
1/4/2023 8:00,B_221,19.13303438
1/4/2023 9:00,B_221,19.88041854
1/4/2023 11:00,B_221,18.98355755
1/4/2023 13:00,B_221,18.83408072
1/4/2023 14:00,B_221,20.02989537
1/4/2023 15:00,B_221,19.13303438
1/4/2023 16:00,B_221,18.98355755
1/4/2023 18:00,B_221,19.7309417
1/4/2023 19:00,B_221,19.58146487
1/4/2023 22:00,B_221,21.52466368
1/4/2023 23:00,B_221,20.62780269
1/5/2023 2:00,B_221,18.08669656
1/5/2023 3:00,B_221,17.93721973
1/5/2023 5:00,B_221,17.93721973
1/5/2023 6:00,B_221,18.53512706
1/5/2023 8:00,B_221,18.53512706
1/5/2023 9:00,B_221,18.68460389
1/5/2023 10:00,B_221,18.68460389
1/5/2023 11:00,B_221,18.83408072
1/5/2023 12:00,B_221,19.28251121
1/5/2023 14:00,B_221,19.58146487
1/5/2023 15:00,B_221,18.53512706
1/5/2023 16:00,B_221,18.68460389
1/5/2023 18:00,B_221,18.83408072
1/5/2023 21:00,B_221,20.1793722
1/5/2023 22:00,B_221,20.47832586
1/6/2023 2:00,B_221,18.23617339
1/6/2023 4:00,B_221,18.23617339
1/6/2023 6:00,B_221,17.7877429
1/6/2023 9:00,B_221,19.13303438
1/6/2023 10:00,B_221,18.68460389
1/6/2023 11:00,B_221,18.83408072
1/6/2023 12:00,B_221,18.68460389
1/6/2023 13:00,B_221,19.28251121
1/6/2023 18:00,B_221,18.53512706
1/6/2023 19:00,B_221,19.13303438
1/6/2023 20:00,B_221,18.38565022
1/6/2023 21:00,B_221,20.1793722
1/6/2023 22:00,B_221,21.07623318
1/6/2023 23:00,B_221,18.98355755
1/7/2023 6:00,B_221,17.7877429
1/7/2023 7:00,B_221,18.68460389
1/7/2023 8:00,B_221,18.38565022
1/7/2023 9:00,B_221,18.38565022
1/7/2023 22:00,B_221,20.1793722
1/1/2023 1:00,B_222,17.93721973
1/1/2023 3:00,B_222,18.23617339
1/1/2023 4:00,B_222,18.38565022
1/1/2023 5:00,B_222,18.08669656
1/1/2023 6:00,B_222,18.23617339
1/1/2023 9:00,B_222,18.68460389
1/1/2023 10:00,B_222,18.98355755
1/1/2023 11:00,B_222,19.13303438
1/1/2023 12:00,B_222,18.98355755
1/1/2023 13:00,B_222,18.83408072
1/1/2023 14:00,B_222,19.13303438
1/1/2023 16:00,B_222,19.13303438
1/1/2023 17:00,B_222,19.13303438
1/1/2023 18:00,B_222,19.43198804
1/1/2023 19:00,B_222,19.43198804
1/1/2023 20:00,B_222,19.28251121
1/1/2023 22:00,B_222,20.62780269
1/1/2023 23:00,B_222,20.62780269
1/2/2023 0:00,B_222,18.53512706
1/2/2023 1:00,B_222,18.38565022
1/2/2023 2:00,B_222,18.08669656
1/2/2023 3:00,B_222,17.93721973
1/2/2023 5:00,B_222,17.63826607
1/2/2023 6:00,B_222,17.93721973
1/2/2023 8:00,B_222,18.68460389
1/2/2023 10:00,B_222,19.43198804
1/2/2023 11:00,B_222,18.83408072
1/2/2023 13:00,B_222,20.02989537
1/2/2023 14:00,B_222,18.83408072
1/2/2023 15:00,B_222,18.68460389
1/2/2023 17:00,B_222,18.98355755
1/2/2023 18:00,B_222,19.13303438
1/2/2023 20:00,B_222,18.98355755
1/2/2023 21:00,B_222,20.32884903
1/2/2023 22:00,B_222,19.43198804
1/2/2023 23:00,B_222,19.58146487
1/3/2023 0:00,B_222,18.83408072
1/3/2023 1:00,B_222,18.38565022
1/3/2023 3:00,B_222,18.68460389
1/3/2023 5:00,B_222,18.08669656
1/3/2023 7:00,B_222,18.23617339
1/3/2023 8:00,B_222,18.23617339
1/3/2023 9:00,B_222,18.23617339
1/3/2023 10:00,B_222,18.68460389
1/3/2023 11:00,B_222,18.38565022
1/3/2023 12:00,B_222,18.83408072
1/3/2023 13:00,B_222,18.68460389
1/3/2023 15:00,B_222,18.98355755
1/3/2023 17:00,B_222,19.58146487
1/3/2023 18:00,B_222,19.28251121
1/3/2023 19:00,B_222,19.13303438
1/3/2023 21:00,B_222,18.68460389
1/3/2023 22:00,B_222,20.02989537
1/3/2023 23:00,B_222,19.58146487
1/4/2023 0:00,B_222,19.58146487
1/4/2023 3:00,B_222,17.93721973
1/4/2023 5:00,B_222,18.53512706
1/4/2023 8:00,B_222,18.83408072
1/4/2023 9:00,B_222,18.53512706
1/4/2023 11:00,B_222,18.83408072
1/4/2023 14:00,B_222,20.1793722
1/4/2023 15:00,B_222,21.67414051
1/4/2023 16:00,B_222,19.88041854
1/4/2023 17:00,B_222,20.02989537
1/4/2023 18:00,B_222,19.58146487
1/4/2023 19:00,B_222,18.53512706
1/4/2023 20:00,B_222,19.13303438
1/4/2023 21:00,B_222,19.88041854
1/4/2023 22:00,B_222,19.88041854
1/4/2023 23:00,B_222,19.88041854
1/5/2023 2:00,B_222,18.38565022
1/5/2023 3:00,B_222,18.38565022
1/5/2023 4:00,B_222,17.7877429
1/5/2023 5:00,B_222,17.7877429
1/5/2023 6:00,B_222,17.7877429
1/5/2023 8:00,B_222,18.53512706
1/5/2023 9:00,B_222,18.23617339
1/5/2023 11:00,B_222,18.68460389
1/5/2023 12:00,B_222,18.68460389
1/5/2023 14:00,B_222,19.28251121
1/5/2023 15:00,B_222,18.98355755
1/5/2023 16:00,B_222,19.58146487
1/5/2023 18:00,B_222,18.98355755
1/5/2023 21:00,B_222,19.7309417
1/5/2023 22:00,B_222,19.88041854
1/5/2023 23:00,B_222,19.58146487
1/6/2023 1:00,B_222,18.38565022
1/6/2023 2:00,B_222,18.38565022
1/6/2023 8:00,B_222,18.53512706
1/6/2023 9:00,B_222,18.83408072
1/6/2023 10:00,B_222,19.13303438
1/6/2023 11:00,B_222,18.68460389
1/6/2023 13:00,B_222,19.7309417
1/6/2023 16:00,B_222,18.68460389
1/6/2023 18:00,B_222,20.1793722
1/6/2023 19:00,B_222,18.83408072
1/6/2023 21:00,B_222,20.47832586
1/6/2023 22:00,B_222,18.98355755
1/6/2023 23:00,B_222,18.98355755
1/7/2023 6:00,B_222,17.93721973
1/7/2023 7:00,B_222,18.53512706
1/7/2023 8:00,B_222,18.83408072
1/7/2023 22:00,B_222,19.43198804
1/1/2023 1:00,B_223,34.67862481
1/1/2023 2:00,B_223,31.98804185
1/1/2023 3:00,B_223,27.80269058
1/1/2023 6:00,B_223,25.85949178
1/1/2023 7:00,B_223,27.65321375
1/1/2023 8:00,B_223,27.05530643
1/1/2023 11:00,B_223,27.65321375
1/1/2023 13:00,B_223,26.75635277
1/1/2023 15:00,B_223,28.55007474
1/1/2023 16:00,B_223,26.9058296
1/1/2023 17:00,B_223,27.20478326
1/1/2023 18:00,B_223,27.65321375
1/1/2023 19:00,B_223,26.75635277
1/1/2023 20:00,B_223,30.04484305
1/1/2023 21:00,B_223,36.62182362
1/1/2023 22:00,B_223,35.27653214
1/1/2023 23:00,B_223,31.83856502
1/2/2023 0:00,B_223,29.89536622
1/2/2023 1:00,B_223,28.25112108
1/2/2023 3:00,B_223,31.98804185
1/2/2023 4:00,B_223,27.95216741
1/2/2023 6:00,B_223,25.26158445
1/2/2023 7:00,B_223,27.35426009
1/2/2023 9:00,B_223,27.50373692
1/2/2023 10:00,B_223,27.50373692
1/2/2023 11:00,B_223,25.85949178
1/2/2023 12:00,B_223,28.55007474
1/2/2023 13:00,B_223,30.64275037
1/2/2023 14:00,B_223,26.15844544
1/2/2023 15:00,B_223,26.30792227
1/2/2023 16:00,B_223,28.40059791
1/2/2023 17:00,B_223,28.55007474
1/2/2023 18:00,B_223,30.34379671
1/2/2023 19:00,B_223,34.23019432
1/2/2023 20:00,B_223,30.94170404
1/2/2023 21:00,B_223,33.632287
1/2/2023 22:00,B_223,38.26606876
1/2/2023 23:00,B_223,37.07025411
1/3/2023 0:00,B_223,32.88490284
1/3/2023 2:00,B_223,29.74588939
1/3/2023 3:00,B_223,28.25112108
1/3/2023 4:00,B_223,27.35426009
1/3/2023 5:00,B_223,24.81315396
1/3/2023 6:00,B_223,24.81315396
1/3/2023 7:00,B_223,26.30792227
1/3/2023 9:00,B_223,28.99850523
1/3/2023 12:00,B_223,28.99850523
1/3/2023 13:00,B_223,29.74588939
1/3/2023 15:00,B_223,29.74588939
1/3/2023 16:00,B_223,26.75635277
1/3/2023 18:00,B_223,31.2406577
1/3/2023 19:00,B_223,29.29745889
1/3/2023 21:00,B_223,36.32286996
1/3/2023 22:00,B_223,31.83856502
1/4/2023 0:00,B_223,35.72496263
1/4/2023 1:00,B_223,36.02391629
1/4/2023 4:00,B_223,28.40059791
1/4/2023 5:00,B_223,26.60687593
1/4/2023 8:00,B_223,27.35426009
1/4/2023 9:00,B_223,28.40059791
1/4/2023 10:00,B_223,29.59641256
1/4/2023 12:00,B_223,28.55007474
1/4/2023 13:00,B_223,28.99850523
1/4/2023 15:00,B_223,33.78176383
1/4/2023 16:00,B_223,31.83856502
1/4/2023 17:00,B_223,29.44693572
1/4/2023 18:00,B_223,31.39013453
1/4/2023 19:00,B_223,31.98804185
1/4/2023 20:00,B_223,31.68908819
1/5/2023 1:00,B_223,36.02391629
1/5/2023 3:00,B_223,26.75635277
1/5/2023 6:00,B_223,27.95216741
1/5/2023 7:00,B_223,27.80269058
1/5/2023 8:00,B_223,26.00896861
1/5/2023 9:00,B_223,28.10164425
1/5/2023 10:00,B_223,26.4573991
1/5/2023 11:00,B_223,27.35426009
1/5/2023 12:00,B_223,30.64275037
1/5/2023 13:00,B_223,28.99850523
1/5/2023 17:00,B_223,28.40059791
1/5/2023 18:00,B_223,29.14798206
1/5/2023 21:00,B_223,32.43647235
1/5/2023 22:00,B_223,37.07025411
1/5/2023 23:00,B_223,34.08071749
1/6/2023 0:00,B_223,33.1838565
1/6/2023 1:00,B_223,33.93124066
1/6/2023 2:00,B_223,30.94170404
1/6/2023 4:00,B_223,27.80269058
1/6/2023 6:00,B_223,26.30792227
1/6/2023 7:00,B_223,27.95216741
1/6/2023 8:00,B_223,27.50373692
1/6/2023 9:00,B_223,28.69955157
1/6/2023 11:00,B_223,28.40059791
1/6/2023 14:00,B_223,25.41106129
1/6/2023 15:00,B_223,25.56053812
1/6/2023 16:00,B_223,27.35426009
1/6/2023 17:00,B_223,26.60687593
1/6/2023 18:00,B_223,25.56053812
1/6/2023 19:00,B_223,26.60687593
1/6/2023 20:00,B_223,29.29745889
1/6/2023 22:00,B_223,32.58594918
1/6/2023 23:00,B_223,36.77130045
1/7/2023 1:00,B_223,31.98804185
1/7/2023 10:00,B_223,29.14798206
1/7/2023 20:00,B_223,33.78176383
1/7/2023 22:00,B_223,37.81763827
1/1/2023 1:00,B_224,42.45142003
1/1/2023 3:00,B_224,34.67862481
1/1/2023 4:00,B_224,32.88490284
1/1/2023 5:00,B_224,33.93124066
1/1/2023 6:00,B_224,33.632287
1/1/2023 7:00,B_224,33.1838565
1/1/2023 8:00,B_224,32.88490284
1/1/2023 10:00,B_224,34.08071749
1/1/2023 11:00,B_224,32.88490284
1/1/2023 12:00,B_224,33.93124066
1/1/2023 13:00,B_224,32.88490284
1/1/2023 14:00,B_224,33.03437967
1/1/2023 15:00,B_224,33.78176383
1/1/2023 16:00,B_224,32.58594918
1/1/2023 17:00,B_224,35.42600897
1/1/2023 18:00,B_224,32.13751868
1/1/2023 20:00,B_224,33.78176383
1/1/2023 21:00,B_224,39.76083707
1/1/2023 22:00,B_224,37.07025411
1/1/2023 23:00,B_224,35.87443946
1/2/2023 0:00,B_224,39.9103139
1/2/2023 1:00,B_224,37.07025411
1/2/2023 3:00,B_224,40.50822123
1/2/2023 4:00,B_224,39.61136024
1/2/2023 5:00,B_224,40.50822123
1/2/2023 6:00,B_224,33.03437967
1/2/2023 7:00,B_224,33.33333333
1/2/2023 8:00,B_224,37.21973094
1/2/2023 9:00,B_224,39.16292975
1/2/2023 10:00,B_224,41.10612855
1/2/2023 11:00,B_224,36.77130045
1/2/2023 13:00,B_224,33.632287
1/2/2023 14:00,B_224,34.23019432
1/2/2023 17:00,B_224,36.47234679
1/2/2023 18:00,B_224,34.82810164
1/2/2023 20:00,B_224,34.52914798
1/2/2023 21:00,B_224,32.73542601
1/2/2023 22:00,B_224,32.58594918
1/2/2023 23:00,B_224,36.77130045
1/3/2023 0:00,B_224,35.12705531
1/3/2023 1:00,B_224,37.66816143
1/3/2023 2:00,B_224,39.31240658
1/3/2023 3:00,B_224,37.36920777
1/3/2023 4:00,B_224,33.33333333
1/3/2023 6:00,B_224,33.48281016
1/3/2023 8:00,B_224,33.48281016
1/3/2023 9:00,B_224,33.93124066
1/3/2023 10:00,B_224,34.08071749
1/3/2023 11:00,B_224,39.46188341
1/3/2023 12:00,B_224,34.52914798
1/3/2023 13:00,B_224,35.12705531
1/3/2023 14:00,B_224,33.48281016
1/3/2023 15:00,B_224,32.73542601
1/3/2023 16:00,B_224,32.28699552
1/3/2023 17:00,B_224,32.43647235
1/3/2023 19:00,B_224,33.78176383
1/3/2023 20:00,B_224,32.88490284
1/3/2023 22:00,B_224,34.23019432
1/3/2023 23:00,B_224,33.93124066
1/4/2023 0:00,B_224,36.47234679
1/4/2023 2:00,B_224,38.86397608
1/4/2023 4:00,B_224,34.82810164
1/4/2023 5:00,B_224,32.58594918
1/4/2023 7:00,B_224,32.28699552
1/4/2023 8:00,B_224,32.28699552
1/4/2023 9:00,B_224,34.23019432
1/4/2023 10:00,B_224,33.78176383
1/4/2023 12:00,B_224,32.73542601
1/4/2023 13:00,B_224,33.48281016
1/4/2023 14:00,B_224,33.78176383
1/4/2023 15:00,B_224,34.97757848
1/4/2023 16:00,B_224,33.632287
1/4/2023 18:00,B_224,32.43647235
1/4/2023 19:00,B_224,33.1838565
1/4/2023 20:00,B_224,31.98804185
1/4/2023 22:00,B_224,40.50822123
1/5/2023 0:00,B_224,37.5186846
1/5/2023 3:00,B_224,33.78176383
1/5/2023 4:00,B_224,32.88490284
1/5/2023 6:00,B_224,31.83856502
1/5/2023 7:00,B_224,32.73542601
1/5/2023 9:00,B_224,34.37967115
1/5/2023 10:00,B_224,33.1838565
1/5/2023 11:00,B_224,36.47234679
1/5/2023 12:00,B_224,33.78176383
1/5/2023 13:00,B_224,38.41554559
1/5/2023 17:00,B_224,34.23019432
1/5/2023 18:00,B_224,34.37967115
1/5/2023 21:00,B_224,36.77130045
1/5/2023 22:00,B_224,37.66816143
1/6/2023 1:00,B_224,37.21973094
1/6/2023 3:00,B_224,35.5754858
1/6/2023 6:00,B_224,31.39013453
1/6/2023 7:00,B_224,32.88490284
1/6/2023 8:00,B_224,33.48281016
1/6/2023 11:00,B_224,32.13751868
1/6/2023 14:00,B_224,31.68908819
1/6/2023 16:00,B_224,31.68908819
1/6/2023 17:00,B_224,32.73542601
1/6/2023 19:00,B_224,33.03437967
1/6/2023 20:00,B_224,37.66816143
1/6/2023 22:00,B_224,34.23019432
1/6/2023 23:00,B_224,34.82810164
1/7/2023 1:00,B_224,34.97757848
1/7/2023 10:00,B_224,34.52914798
1/7/2023 22:00,B_224,36.92077728
1/1/2023 1:00,B_225,11.95814649
1/1/2023 3:00,B_225,8.520179372
1/1/2023 4:00,B_225,8.22122571
1/1/2023 5:00,B_225,8.22122571
1/1/2023 6:00,B_225,16.29297459
1/1/2023 9:00,B_225,17.48878924
1/1/2023 12:00,B_225,17.33931241
1/1/2023 13:00,B_225,17.93721973
1/1/2023 14:00,B_225,18.53512706
1/1/2023 15:00,B_225,18.38565022
1/1/2023 16:00,B_225,17.93721973
1/1/2023 17:00,B_225,18.08669656
1/1/2023 18:00,B_225,21.97309417
1/1/2023 20:00,B_225,18.23617339
1/1/2023 23:00,B_225,20.77727952
1/2/2023 0:00,B_225,17.93721973
1/2/2023 2:00,B_225,9.865470852
1/2/2023 3:00,B_225,10.46337818
1/2/2023 4:00,B_225,8.22122571
1/2/2023 5:00,B_225,8.520179372
1/2/2023 6:00,B_225,16.29297459
1/2/2023 7:00,B_225,17.18983558
1/2/2023 8:00,B_225,17.7877429
1/2/2023 9:00,B_225,17.63826607
1/2/2023 10:00,B_225,17.48878924
1/2/2023 11:00,B_225,17.18983558
1/2/2023 13:00,B_225,19.7309417
1/2/2023 14:00,B_225,20.02989537
1/2/2023 15:00,B_225,17.63826607
1/2/2023 16:00,B_225,17.7877429
1/2/2023 17:00,B_225,17.63826607
1/2/2023 18:00,B_225,17.7877429
1/2/2023 19:00,B_225,20.1793722
1/2/2023 20:00,B_225,18.53512706
1/2/2023 21:00,B_225,17.18983558
1/2/2023 23:00,B_225,21.52466368
1/3/2023 0:00,B_225,17.04035874
1/3/2023 2:00,B_225,9.417040359
1/3/2023 3:00,B_225,9.118086697
1/3/2023 5:00,B_225,8.669656203
1/3/2023 6:00,B_225,16.14349776
1/3/2023 7:00,B_225,17.04035874
1/3/2023 8:00,B_225,17.18983558
1/3/2023 9:00,B_225,17.18983558
